LinkageGroup,SNP,Scaffold,Position,SexAveraged_cM,Female_cM,Male_cM
5,3194,Chr5,3431383,7.549,6.982,8.24
5,3190,Chr5,3743450,8.636,7.737,9.649
5,3188,Chr5,3851142,9.038,8.367,9.98
5,3181,Chr5,6592076,11.18,9.097,13.381
5,3184,Chr5,10700328,11.732,9.607,14.177
5,3185,Chr5,10795633,12.088,10.013,14.209
5,3192,Chr5,11370668,12.769,10.427,15.293
5,3193,Chr5,11461419,13.447,11.045,16.149
5,3199,Chr5,12182651,15.176,12.138,18.591
5,3212,Chr5,12691166,16.499,12.552,20.816
5,3220,Chr5,12957791,17.293,13.321,21.518
5,3234,Chr5,13270758,17.748,13.782,21.977
5,3227,Chr5,13161467,17.838,14.004,21.977
5,3238,Chr5,13634092,18.58,14.922,22.453
5,3240,Chr5,13673254,18.753,15.044,22.689
5,3246,Chr5,13857595,18.834,15.155,22.689
5,3257,Chr5,14040842,19.107,15.676,22.689
5,3260,Chr5,14092349,19.185,15.821,22.782
5,3262,Chr5,14468084,19.873,16.698,23.278
5,3263,Chr5,14976432,21.321,17.825,24.964
5,3268,Chr5,15077515,21.548,18.259,25.064
5,3269,Chr5,15131490,21.722,18.4,25.215
5,3270,Chr5,15245179,22.162,18.994,25.54
5,3271,Chr5,15509418,22.631,19.389,26.112
5,3272,Chr5,15645007,23.096,19.74,26.802
5,3273,Chr5,15943920,23.81,20.555,27.273
5,3274,Chr5,16364691,24.83,21.589,28.253
5,3276,Chr5,16647560,25.401,22.078,28.992
5,3278,Chr5,17469660,27.783,24.946,30.811
5,3279,Chr5,17497599,27.783,24.946,30.811
5,3281,Chr5,18524549,29.84,27.328,32.556
5,3290,Chr5,19028195,30.89,28.403,33.582
5,3292,Chr5,19167648,31.264,28.969,33.752
5,3295,Chr5,19447072,31.596,29.216,34.132
5,3302,Chr5,19607123,32.098,29.952,34.374
5,3307,Chr5,19735521,32.587,30.397,34.952
5,3317,Chr5,20068261,33.034,30.798,35.436
5,3312,Chr5,19943517,33.14,31.035,35.436
5,3319,Chr5,20328165,33.578,31.427,35.914
5,3310,Chr5,19905167,33.74,31.553,36.097
5,3321,Chr5,20460544,34.016,31.917,36.311
5,3324,Chr5,21240060,34.431,32.16,36.849
5,3325,Chr5,21442570,34.666,32.16,37.317
5,3327,Chr5,21768091,35.096,33.021,37.317
5,3334,Chr5,22071887,35.543,33.446,37.765
5,3335,Chr5,22336422,35.865,33.665,38.203
5,3339,Chr5,22796994,36.471,33.891,39.144
5,3340,Chr5,23048002,37.124,34.77,39.554
5,3344,Chr5,23424309,37.407,35.052,39.853
5,3347,Chr5,23815048,37.881,35.918,40.053
5,3349,Chr5,25302186,39.502,38.369,40.852
5,3350,Chr5,25561200,39.597,38.63,40.852
5,3353,Chr5,26023872,40.259,39.192,41.504
5,3357,Chr5,26066436,40.33,39.361,41.504
5,3360,Chr5,26307853,40.568,39.447,41.863
5,3361,Chr5,26382454,40.568,39.447,41.863
5,3362,Chr5,26474914,40.836,40.032,41.942
5,3365,Chr5,26649583,41.211,40.032,42.484
5,3366,Chr5,26814241,41.506,40.377,42.832
5,3368,Chr5,28251865,42.444,40.984,44.095
5,3373,Chr5,28274890,42.492,41.093,44.095
5,3385,Chr5,28690740,42.678,41.223,44.339
5,3389,Chr5,29036231,42.831,41.346,44.523
5,3391,Chr5,29112091,43.016,41.346,44.833
5,3397,Chr5,29711799,43.461,41.848,45.273
5,3401,Chr5,30600063,44.38,42.511,46.414
5,3400,Chr5,30274556,44.561,42.705,46.615
5,3403,Chr5,31098309,44.907,42.705,47.276
5,3404,Chr5,31553376,45.143,42.955,47.542
5,3406,Chr5,31986440,45.547,43.236,48.055
5,3411,Chr5,32289053,45.717,43.236,48.377
5,3418,Chr5,32983814,45.973,43.664,48.492
5,3422,Chr5,33208131,46.05,43.664,48.618
5,3425,Chr5,33607603,46.533,43.965,49.349
5,3426,Chr5,33614275,46.581,44.071,49.349
5,3427,Chr5,34121857,46.996,44.474,49.796
5,3428,Chr5,34689661,47.343,44.578,50.304
5,3429,Chr5,35126961,47.632,44.864,50.667
5,3430,Chr5,36749787,48.413,45.762,50.842
5,3431,Chr5,37204693,48.641,45.762,51.737
5,3432,Chr5,37967542,49.023,46.063,52.322
5,3433,Chr5,38270059,49.785,47.153,52.322
5,3437,Chr5,39404095,50.135,47.686,52.795
5,3439,Chr5,40264987,50.789,48.535,53.335
5,3441,Chr5,41591687,51.021,48.535,53.654
5,3443,Chr5,41722237,51.072,48.535,53.785
5,3444,Chr5,42256035,51.196,48.794,53.938
5,3445,Chr5,42600457,51.489,48.794,54.367
5,3449,Chr5,43280155,51.919,48.908,55.239
5,3450,Chr5,44050175,52.238,49.138,55.566
5,3455,Chr5,44154261,52.293,49.231,55.566
5,3460,Chr5,44402305,52.467,49.356,55.766
5,3461,Chr5,44492632,52.545,49.356,55.98
5,3468,Chr5,44857560,52.728,49.672,55.98
5,3470,Chr5,45359764,52.827,49.672,56.22
5,3478,Chr5,45886043,52.827,49.672,56.22
5,3481,Chr5,46651840,53.206,49.672,56.971
5,3482,Chr5,47286737,53.47,50.274,56.971
5,3485,Chr5,49278882,54.209,51.135,57.536
5,3486,Chr5,49768035,54.309,51.306,57.536
5,3489,Chr5,51408024,54.97,52.131,57.98
5,3490,Chr5,51564491,55.186,52.318,58.219
5,3492,Chr5,52060539,55.437,52.318,58.649
5,3493,Chr5,52437945,55.693,52.576,59.139
5,3498,Chr5,52738839,55.884,52.827,59.16
5,3499,Chr5,53004829,56.027,52.961,59.34
5,3500,Chr5,53243367,56.285,53.091,59.833
5,3502,Chr5,53424232,56.637,53.52,59.932
5,3504,Chr5,55078972,57.89,55.08,60.952
5,3505,Chr5,55449249,58.397,55.324,61.571
5,3509,Chr5,55626674,58.78,56.09,61.683
5,3510,Chr5,55633314,58.78,56.09,61.683
5,3512,Chr5,55784179,58.929,56.29,61.796
5,3514,Chr5,56144482,59.436,57.163,62.072
5,3518,Chr5,56696978,60.085,57.163,63.242
5,3519,Chr5,57442787,61.011,58.223,63.929
5,3522,Chr5,57634322,61.011,58.223,63.929
5,3537,Chr5,58024180,61.562,59.031,64.277
5,3538,Chr5,58063358,61.562,59.031,64.277
5,3539,Chr5,58301961,62.222,59.594,64.971
5,3543,Chr5,58752955,62.918,60.487,65.528
5,3545,Chr5,59007811,63.42,61.099,65.92
5,3549,Chr5,59157233,63.753,61.493,66.197
5,3548,Chr5,59156424,63.753,61.493,66.197
5,3551,Chr5,59314144,64.301,62.125,66.658
5,3556,Chr5,59575145,64.895,62.915,67.038
5,3558,Chr5,59621332,65.006,63.169,67.038
5,3561,Chr5,59960302,65.941,64.324,67.781
5,3560,Chr5,59886608,66.176,64.618,68.008
5,3566,Chr5,60056566,66.734,65.647,68.008
5,3568,Chr5,60255307,67.525,66.554,68.65
5,3572,Chr5,60369742,67.764,66.554,69.188
5,3570,Chr5,60326102,67.866,66.554,69.359
5,3574,Chr5,60529753,68.632,67.615,69.85
5,3581,Chr5,60748859,69.399,68.513,70.55
5,3582,Chr5,60804466,69.563,68.79,70.55
5,3583,Chr5,61129358,70.521,70.192,71.026
5,3584,Chr5,61273317,70.938,70.79,71.186
5,3587,Chr5,61381513,71.136,70.952,71.5
5,3589,Chr5,61423983,71.481,71.286,71.87
5,3590,Chr5,61574309,71.765,71.68,72.028
5,3591,Chr5,61597208,72.154,71.833,72.698
5,3593,Chr5,61779066,72.757,72.549,73.126
5,3599,Chr5,61988856,73.229,73.05,73.565
5,3600,Chr5,61996683,73.516,73.412,73.785
5,3607,Chr5,62099164,73.668,73.546,73.965
5,3611,Chr5,62253520,74.124,74.47,74.265
5,3613,Chr5,62295891,74.401,74.47,74.694
5,3615,Chr5,62423242,74.726,74.499,75.124
5,3616,Chr5,62433964,74.839,74.499,75.352
5,3619,Chr5,62795563,76.482,76.45,76.642
5,3623,Chr5,62802912,76.591,76.628,76.642
5,3624,Chr5,62859065,76.706,76.628,76.957
5,3626,Chr5,62950885,77.174,77.062,77.465
5,3625,Chr5,62937193,77.243,77.158,77.465
5,3629,Chr5,62976133,77.57,77.458,77.786
5,3633,Chr5,63148815,77.887,78.043,77.908
5,3634,Chr5,63203136,78.338,78.632,78.224
5,3636,Chr5,63262382,78.686,78.908,78.604
5,3640,Chr5,63345660,78.983,79.123,78.967
5,3643,Chr5,63558218,79.883,79.902,79.977
5,3645,Chr5,63575143,80.056,80.319,79.977
5,3646,Chr5,63606221,80.222,80.476,80.12
5,3647,Chr5,63629293,80.603,80.834,80.531
5,3649,Chr5,63735815,81.351,81.358,81.459
5,3650,Chr5,63820545,81.821,81.958,81.802
5,3653,Chr5,63880035,82.226,82.517,82.071
5,3654,Chr5,64007057,83.411,83.308,83.708
5,3655,Chr5,64077392,83.724,83.476,84.221
5,3658,Chr5,64146827,84.529,84.382,84.811
5,3660,Chr5,64207919,85.46,84.685,86.295
5,3662,Chr5,64296390,85.835,85.026,86.779
5,3663,Chr5,64328730,86.208,85.238,87.229
5,3666,Chr5,64367984,86.548,85.353,88.069
5,3668,Chr5,64393447,86.938,86.012,88.069
5,3672,Chr5,64538742,88.056,87.284,89.045
5,3675,Chr5,64724058,89.431,88.881,90.216
5,3676,Chr5,64754961,89.623,88.881,90.615
5,3678,Chr5,64789298,90.115,89.578,90.821
5,3682,Chr5,65056871,91.593,90.616,92.823
5,3683,Chr5,65125554,92.476,91.239,93.967
5,3686,Chr5,65167408,92.988,91.239,94.817
5,3691,Chr5,65254792,94.099,92.425,96.032
5,3694,Chr5,65347911,95.514,93.69,97.501
5,3697,Chr5,65441517,96.532,94.796,98.409
5,3700,Chr5,65483831,96.632,95.028,98.409
5,3701,Chr5,65532754,97.141,95.597,98.873
5,3703,Chr5,65571322,97.59,96.267,99.144
5,3706,Chr5,65662107,98.475,97.055,100.069
5,3707,Chr5,65685762,98.763,97.273,100.528
5,3709,Chr5,65765281,99.071,97.763,100.528
5,3712,Chr5,65856062,100.081,99.265,101.093
5,3713,Chr5,65895518,100.48,99.439,101.662
5,3715,Chr5,65988732,100.919,99.935,102.027
5,3744,Chr5,67116513,102.462,101.728,103.41
5,3726,Chr5,66280821,103.512,102.512,104.726
5,3722,Chr5,66223261,103.512,102.512,104.726
5,3724,Chr5,66241727,103.56,102.595,104.726
5,3725,Chr5,66258032,103.679,102.595,104.946
5,3728,Chr5,66401923,103.907,102.595,105.394
5,3730,Chr5,66494298,104.003,102.595,105.589
5,3734,Chr5,66766676,104.261,102.595,106.074
5,3739,Chr5,66908396,104.513,102.658,106.54
5,3740,Chr5,66913243,104.653,102.658,106.728
5,3743,Chr5,67080351,105.087,103.06,107.3
5,3747,Chr5,67173331,105.422,103.558,107.465
5,3756,Chr5,67291129,105.651,103.969,107.546
5,3757,Chr5,67301769,105.651,103.969,107.546
5,3759,Chr5,67327456,105.701,103.969,107.617
5,3771,Chr5,67569277,105.984,104.627,107.617
5,3767,Chr5,67469837,107.621,105.672,109.711
6,3854,Chr6,805471,0,0,0
6,3850,Chr6,1067674,0.362,0.949,0.275
6,3849,Chr6,1220949,0.656,1.198,0.507
6,3844,Chr6,1511185,2.19,2.321,2.298
6,3843,Chr6,1571135,2.79,2.368,3.332
6,3842,Chr6,1655454,3.322,2.49,4.438
6,3841,Chr6,1686839,3.659,2.712,4.819
6,3838,Chr6,1745239,3.903,2.712,5.45
6,3834,Chr6,1831341,4.447,2.712,6.538
6,3832,Chr6,1939412,4.962,2.826,7.475
6,3833,Chr6,1877623,5.085,2.826,7.641
6,3827,Chr6,2001109,5.567,3.326,8.136
6,3824,Chr6,2027120,5.792,3.326,8.674
6,3822,Chr6,2141218,7.204,4.028,10.758
6,3815,Chr6,2558209,10.536,6.301,15.228
6,3813,Chr6,2623958,11.684,6.74,16.969
6,3811,Chr6,2652371,11.684,6.74,16.969
6,3808,Chr6,2715384,11.884,6.74,17.297
6,3790,Chr6,2932299,12.217,7.25,17.671
6,3797,Chr6,3040882,12.864,7.642,18.578
6,3794,Chr6,2968762,12.95,7.642,18.718
6,3803,Chr6,3188500,13.372,7.642,19.516
6,3805,Chr6,3274620,13.524,7.943,19.516
6,3806,Chr6,3336673,13.816,7.943,20.202
6,3779,Chr6,3889120,14.067,7.956,20.424
6,3786,Chr6,4134766,14.492,8.37,21.033
6,3789,Chr6,4263270,14.963,8.732,21.704
6,3799,Chr6,4415327,15.306,8.732,22.322
6,3807,Chr6,4788073,16.291,9.182,23.854
6,3819,Chr6,5167347,17.203,9.461,25.388
6,3835,Chr6,5764798,17.759,9.802,26.093
6,3852,Chr6,6554005,18.701,9.983,27.929
6,3855,Chr6,6933959,19.392,10.321,28.916
6,3856,Chr6,7701197,20.895,11.153,31.176
6,3857,Chr6,7836893,21.005,11.28,31.176
6,3859,Chr6,8769908,22.171,12.424,32.4
6,3863,Chr6,9796461,23.76,13.424,34.567
6,3867,Chr6,10238857,24.341,14.057,35.08
6,3871,Chr6,10381886,24.592,14.372,35.26
6,3872,Chr6,10610223,24.737,14.495,35.45
6,3874,Chr6,11005305,25.113,14.739,36
6,3875,Chr6,12007319,26.124,15.784,37.105
6,3907,Chr6,18626964,26.999,17.15,37.14
6,3880,Chr6,12605201,27.446,17.749,37.588
6,3883,Chr6,14081986,28.346,18.824,38.35
6,3885,Chr6,14516261,28.346,18.824,38.35
6,3886,Chr6,15128810,28.984,19.37,39.148
6,3888,Chr6,15970520,29.092,19.37,39.351
6,3895,Chr6,17013589,29.428,19.525,39.786
6,3892,Chr6,16858736,29.509,19.673,39.786
6,3897,Chr6,17360590,29.657,20.019,39.786
6,3914,Chr6,19109798,30.044,20.578,39.974
6,3901,Chr6,17780946,30.256,20.845,40.157
6,3902,Chr6,17850639,30.256,20.845,40.157
6,3908,Chr6,18732161,31.144,22.016,40.724
6,3918,Chr6,19380539,31.753,22.723,41.227
6,3919,Chr6,19600610,31.943,23.103,41.227
6,3922,Chr6,20504850,32.618,23.614,42.099
6,3923,Chr6,20572273,32.732,23.904,42.099
6,3924,Chr6,20997220,33.226,24.563,42.402
6,3921,Chr6,20186219,33.362,24.77,42.402
6,3925,Chr6,22057318,34.594,26.093,43.555
6,3926,Chr6,22571338,35.315,26.773,44.412
6,3928,Chr6,22646473,35.315,26.773,44.412
6,3942,Chr6,22986448,35.948,27.552,44.81
6,3933,Chr6,22839151,35.992,27.552,44.871
6,3941,Chr6,22972688,36.245,28.029,44.935
6,3939,Chr6,22963660,36.365,28.266,44.935
6,3947,Chr6,23042953,36.474,28.393,45.007
6,3950,Chr6,23139466,36.589,28.585,45.007
6,3955,Chr6,23188373,36.589,28.585,45.007
6,3962,Chr6,23335057,36.778,28.708,45.365
6,3978,Chr6,23803266,37.189,29.134,45.711
6,3983,Chr6,23895990,37.368,29.593,45.711
6,3989,Chr6,24007324,37.472,29.593,45.808
6,3997,Chr6,24271912,37.735,29.832,46.058
6,3998,Chr6,24460185,37.967,30.209,46.274
6,3999,Chr6,24487954,38.07,30.36,46.274
6,4004,Chr6,24907687,38.714,30.875,47.057
6,4014,Chr6,25417976,38.819,31.03,47.057
6,3991,Chr6,24111875,39.073,31.242,47.303
6,4017,Chr6,26083870,39.973,32.529,47.885
6,4019,Chr6,26362793,40.123,32.864,47.885
6,4026,Chr6,27202285,41.456,34.45,48.925
6,4024,Chr6,27019788,41.596,34.635,49.038
6,4027,Chr6,27326310,41.795,34.767,49.316
6,4030,Chr6,27769895,42.36,35.111,50.059
6,4034,Chr6,28414928,42.986,36.208,50.059
6,4031,Chr6,28233126,43.268,36.529,50.507
6,4036,Chr6,29016914,43.867,37.248,50.949
6,4039,Chr6,29341741,44.085,37.512,51.179
6,4038,Chr6,29221982,44.166,37.512,51.293
6,4041,Chr6,29951472,45.354,38.724,52.468
6,4042,Chr6,30369833,46.559,39.882,53.691
6,4043,Chr6,30432761,46.748,40.031,53.941
6,4045,Chr6,30939920,48.268,41.677,55.375
6,4048,Chr6,31161648,49.179,42.483,56.427
6,4049,Chr6,31203329,49.441,42.483,56.896
6,4050,Chr6,31363246,49.679,42.483,57.354
6,4051,Chr6,31387871,49.779,42.656,57.354
6,4052,Chr6,31526570,50.273,43.273,57.824
6,4053,Chr6,31640292,50.879,43.802,58.442
6,4055,Chr6,31796962,51.207,44.265,58.722
6,4057,Chr6,31945260,51.858,45.052,59.118
6,4059,Chr6,32209270,52.836,46.136,59.95
6,4061,Chr6,32275004,53.355,46.509,60.68
6,4060,Chr6,32228040,53.427,46.509,60.813
6,4063,Chr6,32448451,53.974,47.122,61.309
6,4064,Chr6,32684239,55.096,48.349,62.327
6,4066,Chr6,32747269,55.456,48.703,62.684
6,4068,Chr6,32846063,55.899,49.221,63.072
6,4069,Chr6,32870282,56.074,49.221,63.397
6,4070,Chr6,32923900,56.519,49.757,63.808
6,4073,Chr6,33099659,57.2,50.477,64.492
6,4072,Chr6,33027586,57.403,50.774,64.492
6,4075,Chr6,33185493,57.61,51.016,64.694
6,4079,Chr6,33300004,58.488,51.753,65.788
6,4082,Chr6,33342937,58.658,51.753,66.026
6,4083,Chr6,33462268,58.971,52.186,66.247
6,4086,Chr6,33611402,59.56,52.606,67
6,4093,Chr6,33643946,59.676,52.876,67
6,4096,Chr6,33660374,59.829,53.16,67
6,4099,Chr6,33871989,60.625,54.047,67.829
6,4100,Chr6,33976096,60.908,54.047,68.227
6,4103,Chr6,34308381,62.26,54.939,70.199
6,4104,Chr6,34383589,62.634,55.343,70.199
6,4105,Chr6,34413694,62.843,55.343,70.852
6,4106,Chr6,34478880,63.105,55.87,70.852
6,4108,Chr6,34773031,64.517,57.134,72.366
6,4109,Chr6,34802245,64.72,57.386,72.552
6,4111,Chr6,34838265,64.864,57.386,72.77
6,4112,Chr6,34845347,64.982,57.651,72.77
6,4115,Chr6,34934801,65.579,58.351,73.186
6,4116,Chr6,34938454,65.664,58.465,73.186
6,4117,Chr6,35042645,66.192,58.876,74.117
6,4120,Chr6,35221357,66.791,59.526,74.504
6,4122,Chr6,35465260,67.28,60.325,74.734
6,4125,Chr6,35726893,67.94,61.165,75.2
6,4127,Chr6,35915863,69.28,62.761,76.234
6,4130,Chr6,35982009,69.726,63.627,76.385
6,4128,Chr6,35962765,69.726,63.627,76.385
6,4134,Chr6,36024498,70.042,63.627,76.754
6,4138,Chr6,36088689,70.169,64.034,76.754
6,4135,Chr6,36067469,70.256,64.25,76.754
6,4140,Chr6,36103009,70.459,64.585,76.754
6,4151,Chr6,36311415,70.743,64.936,77.029
6,4154,Chr6,36328074,70.743,64.936,77.029
6,4148,Chr6,36289890,70.951,65.195,77.129
6,4153,Chr6,36325397,70.951,65.195,77.129
6,4167,Chr6,36699122,71.329,66.007,77.129
7,4208,Chr7,576679,0,0,0
7,4184,Chr7,287661,1.834,1.536,2.292
7,4182,Chr7,252479,1.922,1.536,2.31
7,4192,Chr7,406382,2.2,1.615,2.857
7,4201,Chr7,503153,2.295,1.615,3.135
7,4197,Chr7,436164,2.395,1.68,3.135
7,4204,Chr7,550925,2.564,1.68,3.496
7,4213,Chr7,648277,2.825,1.962,3.84
7,4216,Chr7,686817,3.086,1.962,4.276
7,4217,Chr7,691764,3.134,1.962,4.378
7,4219,Chr7,736476,3.385,2.129,4.754
7,4225,Chr7,807058,3.701,2.366,5.261
7,4230,Chr7,971765,4.561,2.366,6.802
7,4229,Chr7,926169,4.757,2.366,7.213
7,4232,Chr7,1048929,5.396,2.466,8.433
7,4237,Chr7,1091437,5.698,2.723,8.834
7,4241,Chr7,1132169,5.927,2.723,9.275
7,4244,Chr7,1242654,6.264,2.723,9.924
7,4245,Chr7,1283673,6.586,2.801,10.474
7,4250,Chr7,1453149,7.427,3.084,11.878
7,4256,Chr7,1682209,8.718,3.236,14.521
7,4260,Chr7,2055595,10.995,4.1,18.133
7,4202,Chr7,2193489,12.06,4.357,20.095
7,4196,Chr7,2272716,12.391,4.357,20.798
7,4190,Chr7,2304052,12.644,4.357,21.237
7,4181,Chr7,2464279,13.149,4.357,22.171
7,4180,Chr7,2572162,13.56,4.567,22.83
7,4175,Chr7,2807673,14.375,5.254,23.903
7,4174,Chr7,2827300,14.478,5.49,23.903
7,4177,Chr7,2610081,14.6,5.49,24.06
7,4172,Chr7,3016177,15.296,5.645,25.405
7,4171,Chr7,3329949,15.898,5.853,26.372
7,4170,Chr7,3404219,16.504,6.192,27.21
7,4223,Chr7,3841101,17.83,7.536,28.582
7,4206,Chr7,3606732,18.029,7.893,28.782
7,4236,Chr7,4129317,19.199,8.188,30.812
7,4276,Chr7,5881057,22.935,13.239,32.956
7,4459,Chr7,6882531,25.145,16.953,34.204
7,4458,Chr7,7399139,26.166,17.389,35.444
7,4455,Chr7,8299786,27.48,18.033,37.346
7,4451,Chr7,8479871,27.671,18.423,37.346
7,4450,Chr7,8646009,27.968,18.62,37.665
7,4444,Chr7,9148905,28.274,18.85,38.147
7,4449,Chr7,8784447,28.336,18.85,38.273
7,4438,Chr7,9492706,29.247,19.778,39.138
7,4436,Chr7,9610020,29.399,19.778,39.422
7,4434,Chr7,10203647,29.703,20.009,39.769
7,4432,Chr7,10554485,29.992,20.392,40.007
7,4428,Chr7,11449398,30.64,21.153,40.537
7,4425,Chr7,11557696,30.716,21.153,40.666
7,4422,Chr7,11943349,31.25,21.907,40.992
7,4420,Chr7,12413543,31.836,22.613,41.468
7,4417,Chr7,12897770,31.836,22.613,41.468
7,4416,Chr7,13033303,32.141,22.957,41.725
7,4408,Chr7,14596969,32.93,23.727,42.562
7,4409,Chr7,14078214,33.039,23.829,42.676
7,4407,Chr7,14967270,33.372,23.99,43.114
7,4405,Chr7,15138925,33.608,23.99,43.523
7,4402,Chr7,15851273,33.936,24.605,43.852
7,4401,Chr7,17241188,34.486,24.775,44.569
7,4399,Chr7,18204720,35.371,25.494,45.68
7,4398,Chr7,18503055,35.439,25.589,45.68
7,4397,Chr7,20185020,36.226,26.727,46.25
7,4395,Chr7,21975953,37.009,27.325,47.109
7,4394,Chr7,22067833,37.108,27.325,47.306
7,4392,Chr7,23150615,37.575,28.249,47.554
7,4390,Chr7,23534606,38.15,28.26,48.319
7,4381,Chr7,23610900,38.363,28.843,48.319
7,4370,Chr7,23777072,38.363,28.843,48.319
7,4377,Chr7,23685209,38.363,28.843,48.319
7,4376,Chr7,23690216,38.423,28.925,48.356
7,4369,Chr7,23821153,38.586,29.158,48.462
7,4358,Chr7,24114718,38.727,29.275,48.606
7,4353,Chr7,24180014,38.826,29.44,48.638
7,4349,Chr7,24212602,38.89,29.54,48.67
7,4343,Chr7,24274217,38.98,29.64,48.733
7,4333,Chr7,24330776,39.046,29.852,48.733
7,4327,Chr7,24738872,39.322,30.022,48.991
7,4324,Chr7,24954245,39.392,30.212,48.991
7,4314,Chr7,26081863,39.922,30.878,49.415
7,4317,Chr7,25181754,40.108,31.137,49.491
7,4318,Chr7,25171314,40.108,31.137,49.491
7,4315,Chr7,26030031,40.507,31.765,49.689
7,4311,Chr7,26902172,41.202,32.893,50.019
7,4307,Chr7,27540945,41.531,33.155,50.44
7,4313,Chr7,26783377,41.618,33.155,50.584
7,4305,Chr7,28039270,42.776,33.599,52.16
7,4303,Chr7,28268852,43.031,34.239,52.3
7,4299,Chr7,28682284,43.47,34.839,52.3
7,4296,Chr7,28939825,43.768,35.245,52.677
7,4297,Chr7,28794833,43.907,35.245,52.997
7,4294,Chr7,29661417,44.974,36.062,54.266
7,4288,Chr7,30022899,45.266,36.357,54.8
7,4286,Chr7,30199699,45.644,36.966,54.8
7,4284,Chr7,30261972,45.853,37.144,54.988
7,4281,Chr7,30408847,46.098,37.423,55.232
7,4280,Chr7,30431820,46.179,37.515,55.244
7,4278,Chr7,30674494,46.682,37.956,55.833
7,4273,Chr7,31032369,47.014,37.956,56.509
7,4270,Chr7,31070777,47.246,38.038,56.885
7,4267,Chr7,31154404,47.342,38.144,57.026
7,4264,Chr7,31517192,48.118,38.77,57.903
7,4254,Chr7,32120114,50.348,40.66,60.47
7,4239,Chr7,32542743,51.605,41.798,61.839
7,4235,Chr7,32576111,51.668,41.924,61.839
7,4460,Chr7,32727820,52.269,42.266,62.71
7,4463,Chr7,32921285,52.871,42.67,63.426
7,4464,Chr7,32979188,53.177,43.185,63.426
7,4467,Chr7,33393581,54.424,43.832,65.509
7,4468,Chr7,33884763,55.362,44.614,66.517
7,4470,Chr7,34152114,56.501,45.016,68.599
7,4471,Chr7,34185392,56.652,45.168,68.711
7,4472,Chr7,34311231,56.894,45.376,69.035
7,4475,Chr7,34531058,57.531,46.081,69.457
7,4476,Chr7,34614252,57.867,46.39,69.74
7,4477,Chr7,34648712,58.09,46.662,69.934
7,4479,Chr7,34794277,58.495,46.662,70.861
7,4480,Chr7,35432285,61.834,49.807,74.4
7,4481,Chr7,35574603,62.172,49.807,74.953
7,4483,Chr7,35806591,62.816,50.734,75.429
7,4486,Chr7,36119889,64.549,52.897,76.677
7,4488,Chr7,36330477,65.045,53.344,77.242
7,4490,Chr7,36619735,66.036,54.72,77.806
7,4492,Chr7,36755531,66.554,55.235,78.303
7,4495,Chr7,36996223,67.31,56.629,78.303
7,4497,Chr7,37092368,67.845,57.271,78.798
7,4499,Chr7,37146067,68.424,58.023,79.219
7,4500,Chr7,37244413,69.006,58.539,79.747
7,4501,Chr7,37548895,70.422,59.459,81.892
7,4503,Chr7,37630612,70.563,59.555,81.892
7,4506,Chr7,37655045,70.811,59.555,82.709
7,4507,Chr7,37738499,70.914,59.655,82.709
7,4509,Chr7,37816634,71.35,59.869,83.233
7,4513,Chr7,37955917,71.808,59.998,84.178
7,4514,Chr7,38113734,73.213,60.601,86.353
7,4517,Chr7,38201446,73.66,60.788,87.068
7,4519,Chr7,38294168,74.166,61.153,87.706
7,4528,Chr7,38526145,75.102,61.794,88.956
7,4524,Chr7,38455457,75.397,62.009,89.377
7,4529,Chr7,38581921,75.614,62.045,89.852
7,4531,Chr7,38648163,75.936,62.487,89.852
7,4532,Chr7,38714828,76.119,62.629,90.059
7,4536,Chr7,38765607,76.315,63.08,90.125
7,4534,Chr7,38751674,76.402,63.297,90.125
7,4539,Chr7,38807442,76.615,63.492,90.299
7,4542,Chr7,38847370,76.711,63.518,90.472
7,4548,Chr7,38931758,76.957,63.661,90.82
7,4555,Chr7,39103777,77.603,64.147,91.624
7,4553,Chr7,39030854,77.788,64.637,91.624
7,4557,Chr7,39147847,78.091,64.637,92.033
7,4560,Chr7,39203586,78.398,65.203,92.033
7,4562,Chr7,39222816,78.714,65.67,92.296
7,4563,Chr7,39246973,79.004,66.226,92.296
7,4567,Chr7,39341284,79.252,66.776,92.296
7,4571,Chr7,39423814,79.398,67.06,92.296
7,4574,Chr7,39493530,79.668,67.493,92.296
7,4576,Chr7,39600877,79.781,67.655,92.489
7,12209,Chr7,39074205,84.227,75.276,93.617
8,4599,Chr8,2614103,0,0,0
8,4591,Chr8,748257,1.582,0,3.049
8,4590,Chr8,1191086,1.866,0.329,3.235
8,4607,Chr8,1647721,2.076,0.329,3.615
8,4614,Chr8,1751617,2.076,0.329,3.615
8,4624,Chr8,1871697,2.236,0.329,3.917
8,4633,Chr8,2034260,2.412,0.329,4.263
8,4598,Chr8,2613589,2.893,0.529,5.134
8,4643,Chr8,2263409,3.086,0.605,5.485
8,4648,Chr8,2482920,3.42,0.695,6.076
8,4609,Chr8,2979597,4.435,0.768,7.985
8,4646,Chr8,3624225,5.688,0.794,10.393
8,4655,Chr8,4137926,6.038,1.017,10.967
8,4639,Chr8,3516618,6.182,1.017,11.241
8,4665,Chr8,4890153,6.669,1.145,12.132
8,4654,Chr8,7088763,6.893,1.145,12.582
8,4670,Chr8,8216734,7.095,1.145,12.981
8,4660,Chr8,7621007,7.095,1.145,12.981
8,4688,Chr8,8798965,7.274,1.214,13.272
